league,season,team,matches_played,goals_for,goals_against,wins,draws,losses,points,gf_per_game,ga_per_game,gd_per_game,pts_per_game,win_rate,draw_rate,loss_rate,build_up_speed,build_up_passing,chance_creation_passing,chance_creation_crossing,chance_creation_shooting,defense_pressure,defense_aggression,defense_width,cluster
Italy Serie A,2014/2015,Fiorentina,38,61,46,18,10,10,64,1.605263157894737,1.2105263157894737,0.3947368421052631,1.6842105263157894,0.4736842105263157,0.2631578947368421,0.2631578947368421,34.0,33.0,68.0,51.0,53.0,58.0,59.0,61.0,0.0
Italy Serie A,2014/2015,Genoa,38,62,47,16,11,11,59,1.631578947368421,1.236842105263158,0.3947368421052631,1.5526315789473684,0.4210526315789473,0.2894736842105263,0.2894736842105263,64.0,68.0,66.0,45.0,23.0,27.0,47.0,53.0,2.0
Italy Serie A,2014/2015,Hellas Verona,38,49,65,11,13,14,46,1.2894736842105263,1.7105263157894737,-0.4210526315789473,1.2105263157894737,0.2894736842105263,0.3421052631578947,0.3684210526315789,57.0,38.0,39.0,54.0,55.0,47.0,59.0,52.0,0.0
Italy Serie A,2014/2015,Inter,38,59,48,14,13,11,55,1.5526315789473684,1.263157894736842,0.2894736842105263,1.4473684210526316,0.3684210526315789,0.3421052631578947,0.2894736842105263,58.0,54.0,56.0,60.0,53.0,47.0,49.0,63.0,1.0
Italy Serie A,2014/2015,Juventus,38,72,24,26,9,3,87,1.894736842105263,0.631578947368421,1.263157894736842,2.289473684210526,0.6842105263157895,0.2368421052631578,0.0789473684210526,50.0,20.0,65.0,50.0,80.0,35.0,65.0,35.0,3.0
Italy Serie A,2014/2015,Lazio,37,67,36,20,6,11,66,1.8108108108108107,0.972972972972973,0.8378378378378378,1.7837837837837838,0.5405405405405406,0.1621621621621621,0.2972972972972973,68.0,55.0,68.0,80.0,72.0,59.0,66.0,65.0,1.0
Italy Serie A,2014/2015,Milan,38,56,50,13,13,12,52,1.4736842105263157,1.3157894736842106,0.1578947368421052,1.368421052631579,0.3421052631578947,0.3421052631578947,0.3157894736842105,48.0,52.0,66.0,36.0,69.0,58.0,57.0,49.0,3.0
Italy Serie A,2014/2015,Napoli,37,68,50,18,9,10,63,1.837837837837838,1.351351351351351,0.4864864864864865,1.7027027027027026,0.4864864864864865,0.2432432432432432,0.2702702702702703,53.0,37.0,68.0,54.0,67.0,47.0,57.0,53.0,3.0
Italy Serie A,2014/2015,Palermo,38,53,55,12,13,13,49,1.394736842105263,1.4473684210526316,-0.0526315789473684,1.2894736842105263,0.3157894736842105,0.3421052631578947,0.3421052631578947,66.0,36.0,60.0,34.0,64.0,44.0,58.0,50.0,3.0
Italy Serie A,2014/2015,Parma,38,33,75,6,8,24,26,0.868421052631579,1.973684210526316,-1.105263157894737,0.6842105263157895,0.1578947368421052,0.2105263157894736,0.631578947368421,48.0,33.0,69.0,62.0,45.0,43.0,43.0,46.0,2.0
Italy Serie A,2014/2015,Roma,38,54,31,19,13,6,70,1.4210526315789471,0.8157894736842105,0.6052631578947368,1.8421052631578947,0.5,0.3421052631578947,0.1578947368421052,68.0,47.0,71.0,54.0,66.0,36.0,57.0,48.0,3.0
Italy Serie A,2014/2015,Sampdoria,38,48,42,13,17,8,56,1.263157894736842,1.105263157894737,0.1578947368421052,1.4736842105263157,0.3421052631578947,0.4473684210526316,0.2105263157894736,36.0,38.0,49.0,52.0,29.0,50.0,51.0,53.0,0.0
Italy Serie A,2014/2015,Sassuolo,38,49,57,12,13,13,49,1.2894736842105263,1.5,-0.2105263157894736,1.2894736842105263,0.3157894736842105,0.3421052631578947,0.3421052631578947,57.0,60.0,56.0,57.0,56.0,38.0,47.0,53.0,2.0
Italy Serie A,2014/2015,Torino,38,48,45,14,12,12,54,1.263157894736842,1.1842105263157894,0.0789473684210526,1.4210526315789471,0.3684210526315789,0.3157894736842105,0.3157894736842105,69.0,36.0,37.0,69.0,53.0,39.0,46.0,52.0,2.0
Italy Serie A,2014/2015,Udinese,38,43,56,10,11,17,41,1.131578947368421,1.4736842105263157,-0.3421052631578947,1.0789473684210529,0.2631578947368421,0.2894736842105263,0.4473684210526316,68.0,63.0,69.0,68.0,52.0,40.0,57.0,57.0,1.0
Italy Serie A,2015/2016,Atalanta,38,41,47,11,12,15,45,1.0789473684210529,1.236842105263158,-0.1578947368421052,1.1842105263157894,0.2894736842105263,0.3157894736842105,0.3947368421052631,64.0,37.0,38.0,49.0,51.0,36.0,63.0,49.0,3.0
Italy Serie A,2015/2016,Bologna,38,33,45,11,9,18,42,0.868421052631579,1.1842105263157894,-0.3157894736842105,1.105263157894737,0.2894736842105263,0.2368421052631578,0.4736842105263157,63.0,48.0,32.0,48.0,52.0,30.0,54.0,48.0,2.0
Italy Serie A,2015/2016,Carpi,38,37,57,9,11,18,38,0.9736842105263158,1.5,-0.5263157894736842,1.0,0.2368421052631578,0.2894736842105263,0.4736842105263157,80.0,65.0,70.0,40.0,50.0,25.0,55.0,35.0,2.0
Italy Serie A,2015/2016,Chievo Verona,38,43,45,13,11,14,50,1.131578947368421,1.1842105263157894,-0.0526315789473684,1.3157894736842106,0.3421052631578947,0.2894736842105263,0.3684210526315789,66.0,67.0,52.0,66.0,52.0,46.0,59.0,51.0,1.0
Italy Serie A,2015/2016,Empoli,38,40,49,12,10,16,46,1.0526315789473684,1.2894736842105263,-0.2368421052631578,1.2105263157894737,0.3157894736842105,0.2631578947368421,0.4210526315789473,66.0,36.0,59.0,64.0,63.0,46.0,66.0,48.0,3.0
Italy Serie A,2015/2016,Fiorentina,38,60,42,18,10,10,64,1.5789473684210529,1.105263157894737,0.4736842105263157,1.6842105263157894,0.4736842105263157,0.2631578947368421,0.2631578947368421,34.0,33.0,68.0,51.0,53.0,58.0,59.0,61.0,0.0
Italy Serie A,2015/2016,Frosinone,38,35,76,8,7,23,31,0.9210526315789472,2.0,-1.0789473684210529,0.8157894736842105,0.2105263157894736,0.1842105263157894,0.6052631578947368,63.0,46.0,51.0,50.0,50.0,55.0,57.0,47.0,3.0
Italy Serie A,2015/2016,Genoa,38,45,48,13,7,18,46,1.1842105263157894,1.263157894736842,-0.0789473684210526,1.2105263157894737,0.3421052631578947,0.1842105263157894,0.4736842105263157,64.0,68.0,66.0,45.0,23.0,27.0,47.0,53.0,2.0
Italy Serie A,2015/2016,Hellas Verona,38,34,63,5,13,20,28,0.8947368421052632,1.6578947368421053,-0.7631578947368421,0.7368421052631579,0.131578947368421,0.3421052631578947,0.5263157894736842,57.0,38.0,39.0,54.0,55.0,47.0,59.0,52.0,0.0
Italy Serie A,2015/2016,Inter,38,50,38,20,7,11,67,1.3157894736842106,1.0,0.3157894736842105,1.763157894736842,0.5263157894736842,0.1842105263157894,0.2894736842105263,58.0,54.0,56.0,60.0,53.0,47.0,49.0,63.0,1.0
Italy Serie A,2015/2016,Juventus,38,75,20,29,4,5,91,1.973684210526316,0.5263157894736842,1.4473684210526316,2.3947368421052637,0.7631578947368421,0.1052631578947368,0.131578947368421,50.0,20.0,65.0,50.0,80.0,35.0,65.0,35.0,3.0
Italy Serie A,2015/2016,Lazio,38,52,52,15,9,14,54,1.368421052631579,1.368421052631579,0.0,1.4210526315789471,0.3947368421052631,0.2368421052631578,0.3684210526315789,68.0,55.0,68.0,80.0,72.0,59.0,66.0,65.0,1.0
Italy Serie A,2015/2016,Milan,38,49,43,15,12,11,57,1.2894736842105263,1.131578947368421,0.1578947368421052,1.5,0.3947368421052631,0.3157894736842105,0.2894736842105263,48.0,52.0,66.0,36.0,69.0,58.0,57.0,49.0,3.0
Italy Serie A,2015/2016,Napoli,38,80,32,25,7,6,82,2.1052631578947367,0.8421052631578947,1.263157894736842,2.1578947368421053,0.6578947368421053,0.1842105263157894,0.1578947368421052,53.0,37.0,68.0,54.0,67.0,47.0,57.0,53.0,3.0
Italy Serie A,2015/2016,Palermo,38,38,65,10,9,19,39,1.0,1.7105263157894737,-0.7105263157894737,1.0263157894736843,0.2631578947368421,0.2368421052631578,0.5,66.0,36.0,60.0,34.0,64.0,44.0,58.0,50.0,3.0
Italy Serie A,2015/2016,Roma,38,83,41,23,11,4,80,2.1842105263157894,1.0789473684210529,1.105263157894737,2.1052631578947367,0.6052631578947368,0.2894736842105263,0.1052631578947368,68.0,47.0,71.0,54.0,66.0,36.0,57.0,48.0,3.0
Italy Serie A,2015/2016,Sampdoria,38,48,61,10,10,18,40,1.263157894736842,1.605263157894737,-0.3421052631578947,1.0526315789473684,0.2631578947368421,0.2631578947368421,0.4736842105263157,36.0,38.0,49.0,52.0,29.0,50.0,51.0,53.0,0.0
Italy Serie A,2015/2016,Sassuolo,38,49,40,16,13,9,61,1.2894736842105263,1.0526315789473684,0.2368421052631578,1.605263157894737,0.4210526315789473,0.3421052631578947,0.2368421052631578,57.0,60.0,56.0,57.0,56.0,38.0,47.0,53.0,2.0
Italy Serie A,2015/2016,Torino,38,52,55,12,9,17,45,1.368421052631579,1.4473684210526316,-0.0789473684210526,1.1842105263157894,0.3157894736842105,0.2368421052631578,0.4473684210526316,69.0,36.0,37.0,69.0,53.0,39.0,46.0,52.0,2.0
Italy Serie A,2015/2016,Udinese,38,35,60,10,9,19,39,0.9210526315789472,1.5789473684210529,-0.6578947368421053,1.0263157894736843,0.2631578947368421,0.2368421052631578,0.5,68.0,63.0,69.0,68.0,52.0,40.0,57.0,57.0,1.0
Netherlands Eredivisie,2008/2009,ADO Den Haag,34,41,58,8,8,18,32,1.2058823529411764,1.7058823529411764,-0.5,0.9411764705882352,0.2352941176470588,0.2352941176470588,0.5294117647058824,56.0,66.0,55.0,52.0,38.0,40.0,50.0,52.0,2.0
Netherlands Eredivisie,2008/2009,AZ,34,66,22,25,5,4,80,1.9411764705882355,0.6470588235294118,1.2941176470588236,2.3529411764705883,0.7352941176470589,0.1470588235294117,0.1176470588235294,50.0,58.0,67.0,56.0,50.0,50.0,61.0,55.0,1.0
Netherlands Eredivisie,2008/2009,Ajax,34,74,41,21,5,8,68,2.176470588235294,1.2058823529411764,0.9705882352941176,2.0,0.6176470588235294,0.1470588235294117,0.2352941176470588,35.0,39.0,58.0,55.0,30.0,64.0,53.0,59.0,0.0
Netherlands Eredivisie,2008/2009,De Graafschap,34,24,58,7,9,18,30,0.7058823529411765,1.7058823529411764,-1.0,0.8823529411764706,0.2058823529411764,0.2647058823529412,0.5294117647058824,37.0,41.0,47.0,40.0,63.0,52.0,43.0,41.0,0.0
Netherlands Eredivisie,2008/2009,FC Groningen,34,53,36,17,5,12,56,1.5588235294117647,1.0588235294117647,0.5,1.6470588235294117,0.5,0.1470588235294117,0.3529411764705882,55.0,55.0,57.0,59.0,54.0,49.0,47.0,53.0,1.0
Netherlands Eredivisie,2008/2009,FC Twente,34,62,31,20,9,5,69,1.8235294117647056,0.9117647058823528,0.9117647058823528,2.0294117647058822,0.5882352941176471,0.2647058823529412,0.1470588235294117,48.0,43.0,43.0,58.0,39.0,44.0,41.0,55.0,0.0
Netherlands Eredivisie,2008/2009,FC Utrecht,34,41,44,11,11,12,44,1.2058823529411764,1.2941176470588236,-0.088235294117647,1.2941176470588236,0.3235294117647059,0.3235294117647059,0.3529411764705882,50.0,54.0,55.0,64.0,28.0,54.0,58.0,47.0,1.0
Netherlands Eredivisie,2008/2009,FC Volendam,34,38,67,7,8,19,29,1.1176470588235294,1.9705882352941175,-0.8529411764705882,0.8529411764705882,0.2058823529411764,0.2352941176470588,0.5588235294117647,,,,,,,,,
Netherlands Eredivisie,2008/2009,Feyenoord,34,54,46,12,9,13,45,1.588235294117647,1.3529411764705883,0.2352941176470588,1.3235294117647058,0.3529411764705882,0.2647058823529412,0.3823529411764705,50.0,48.0,48.0,67.0,31.0,43.0,46.0,40.0,2.0
Netherlands Eredivisie,2008/2009,Heracles Almelo,34,35,53,7,11,16,32,1.0294117647058822,1.5588235294117647,-0.5294117647058824,0.9411764705882352,0.2058823529411764,0.3235294117647059,0.4705882352941176,50.0,61.0,48.0,58.0,59.0,60.0,62.0,47.0,1.0
Netherlands Eredivisie,2008/2009,N.E.C.,34,41,40,9,15,10,42,1.2058823529411764,1.1764705882352942,0.0294117647058823,1.2352941176470589,0.2647058823529412,0.4411764705882353,0.2941176470588235,49.0,59.0,52.0,49.0,55.0,40.0,48.0,53.0,2.0
Netherlands Eredivisie,2008/2009,NAC Breda,34,44,54,13,6,15,45,1.2941176470588236,1.588235294117647,-0.2941176470588235,1.3235294117647058,0.3823529411764705,0.1764705882352941,0.4411764705882353,45.0,59.0,32.0,42.0,54.0,36.0,39.0,40.0,2.0
Netherlands Eredivisie,2008/2009,PSV,34,71,33,19,8,7,65,2.088235294117647,0.9705882352941176,1.1176470588235294,1.911764705882353,0.5588235294117647,0.2352941176470588,0.2058823529411764,67.0,43.0,53.0,44.0,28.0,40.0,40.0,48.0,2.0
Netherlands Eredivisie,2008/2009,Roda JC Kerkrade,34,38,58,7,9,18,30,1.1176470588235294,1.7058823529411764,-0.5882352941176471,0.8823529411764706,0.2058823529411764,0.2647058823529412,0.5294117647058824,43.0,44.0,59.0,45.0,42.0,39.0,37.0,42.0,2.0
Netherlands Eredivisie,2008/2009,SC Heerenveen,34,66,57,17,9,8,60,1.9411764705882355,1.6764705882352942,0.2647058823529412,1.7647058823529411,0.5,0.2647058823529412,0.2352941176470588,54.0,56.0,65.0,43.0,44.0,46.0,44.0,48.0,2.0
Netherlands Eredivisie,2008/2009,Sparta Rotterdam,34,46,66,9,8,17,35,1.3529411764705883,1.9411764705882355,-0.5882352941176471,1.0294117647058822,0.2647058823529412,0.2352941176470588,0.5,35.0,40.0,30.0,45.0,65.0,30.0,30.0,30.0,2.0
Netherlands Eredivisie,2008/2009,Vitesse,34,41,48,11,10,13,43,1.2058823529411764,1.411764705882353,-0.2058823529411764,1.2647058823529411,0.3235294117647059,0.2941176470588235,0.3823529411764705,57.0,48.0,53.0,37.0,71.0,60.0,58.0,62.0,3.0
Netherlands Eredivisie,2008/2009,Willem II,34,35,58,10,7,17,37,1.0294117647058822,1.7058823529411764,-0.6764705882352942,1.088235294117647,0.2941176470588235,0.2058823529411764,0.5,51.0,63.0,48.0,53.0,52.0,43.0,45.0,47.0,2.0
Netherlands Eredivisie,2009/2010,ADO Den Haag,34,38,59,7,9,18,30,1.1176470588235294,1.7352941176470589,-0.6176470588235294,0.8823529411764706,0.2058823529411764,0.2647058823529412,0.5294117647058824,56.0,66.0,55.0,52.0,38.0,40.0,50.0,52.0,2.0
Netherlands Eredivisie,2009/2010,AZ,34,64,34,19,5,10,62,1.8823529411764703,1.0,0.8823529411764706,1.8235294117647056,0.5588235294117647,0.1470588235294117,0.2941176470588235,50.0,58.0,67.0,56.0,50.0,50.0,61.0,55.0,1.0
Netherlands Eredivisie,2009/2010,Ajax,34,106,20,27,4,3,85,3.117647058823529,0.5882352941176471,2.5294117647058822,2.5,0.7941176470588235,0.1176470588235294,0.088235294117647,35.0,39.0,58.0,55.0,30.0,64.0,53.0,59.0,0.0
Netherlands Eredivisie,2009/2010,FC Groningen,34,48,47,14,7,13,49,1.411764705882353,1.3823529411764706,0.0294117647058823,1.4411764705882353,0.4117647058823529,0.2058823529411764,0.3823529411764705,55.0,55.0,57.0,59.0,54.0,49.0,47.0,53.0,1.0
Netherlands Eredivisie,2009/2010,FC Twente,34,63,23,27,5,2,86,1.8529411764705883,0.6764705882352942,1.1764705882352942,2.5294117647058822,0.7941176470588235,0.1470588235294117,0.0588235294117647,48.0,43.0,43.0,58.0,39.0,44.0,41.0,55.0,0.0
Netherlands Eredivisie,2009/2010,FC Utrecht,34,39,33,14,11,9,53,1.1470588235294117,0.9705882352941176,0.1764705882352941,1.5588235294117647,0.4117647058823529,0.3235294117647059,0.2647058823529412,50.0,54.0,55.0,64.0,28.0,54.0,58.0,47.0,1.0
Netherlands Eredivisie,2009/2010,Feyenoord,34,54,31,17,12,5,63,1.588235294117647,0.9117647058823528,0.6764705882352942,1.8529411764705883,0.5,0.3529411764705882,0.1470588235294117,50.0,48.0,48.0,67.0,31.0,43.0,46.0,40.0,2.0
Netherlands Eredivisie,2009/2010,Heracles Almelo,34,54,49,17,5,12,56,1.588235294117647,1.4411764705882353,0.1470588235294117,1.6470588235294117,0.5,0.1470588235294117,0.3529411764705882,50.0,61.0,48.0,58.0,59.0,60.0,62.0,47.0,1.0
Netherlands Eredivisie,2009/2010,N.E.C.,34,35,59,8,9,17,33,1.0294117647058822,1.7352941176470589,-0.7058823529411765,0.9705882352941176,0.2352941176470588,0.2647058823529412,0.5,49.0,59.0,52.0,49.0,55.0,40.0,48.0,53.0,2.0
Netherlands Eredivisie,2009/2010,NAC Breda,34,42,49,12,10,12,46,1.2352941176470589,1.4411764705882353,-0.2058823529411764,1.3529411764705883,0.3529411764705882,0.2941176470588235,0.3529411764705882,45.0,59.0,32.0,42.0,54.0,36.0,39.0,40.0,2.0
Netherlands Eredivisie,2009/2010,PSV,34,72,29,23,9,2,78,2.117647058823529,0.8529411764705882,1.2647058823529411,2.294117647058824,0.6764705882352942,0.2647058823529412,0.0588235294117647,67.0,43.0,53.0,44.0,28.0,40.0,40.0,48.0,2.0
Netherlands Eredivisie,2009/2010,RKC Waalwijk,34,30,80,5,0,29,15,0.8823529411764706,2.3529411764705883,-1.4705882352941178,0.4411764705882353,0.1470588235294117,0.0,0.8529411764705882,57.0,55.0,42.0,36.0,55.0,31.0,30.0,38.0,2.0
Netherlands Eredivisie,2009/2010,Roda JC Kerkrade,34,56,60,14,5,15,47,1.6470588235294117,1.7647058823529411,-0.1176470588235294,1.3823529411764706,0.4117647058823529,0.1470588235294117,0.4411764705882353,43.0,44.0,59.0,45.0,42.0,39.0,37.0,42.0,2.0
Netherlands Eredivisie,2009/2010,SC Heerenveen,34,44,64,11,4,19,37,1.2941176470588236,1.8823529411764703,-0.5882352941176471,1.088235294117647,0.3235294117647059,0.1176470588235294,0.5588235294117647,54.0,56.0,65.0,43.0,44.0,46.0,44.0,48.0,2.0
Netherlands Eredivisie,2009/2010,Sparta Rotterdam,34,30,66,6,8,20,26,0.8823529411764706,1.9411764705882355,-1.0588235294117647,0.7647058823529411,0.1764705882352941,0.2352941176470588,0.5882352941176471,35.0,40.0,30.0,45.0,65.0,30.0,30.0,30.0,2.0
Netherlands Eredivisie,2009/2010,VVV-Venlo,34,43,57,8,11,15,35,1.2647058823529411,1.6764705882352942,-0.4117647058823529,1.0294117647058822,0.2352941176470588,0.3235294117647059,0.4411764705882353,41.0,52.0,60.0,52.0,52.0,29.0,42.0,49.0,2.0
Netherlands Eredivisie,2009/2010,Vitesse,34,38,62,8,8,18,32,1.1176470588235294,1.8235294117647056,-0.7058823529411765,0.9411764705882352,0.2352941176470588,0.2352941176470588,0.5294117647058824,57.0,48.0,53.0,37.0,71.0,60.0,58.0,62.0,3.0
Netherlands Eredivisie,2009/2010,Willem II,34,36,70,7,2,25,23,1.0588235294117647,2.0588235294117645,-1.0,0.6764705882352942,0.2058823529411764,0.0588235294117647,0.7352941176470589,51.0,63.0,48.0,53.0,52.0,43.0,45.0,47.0,2.0
Netherlands Eredivisie,2010/2011,ADO Den Haag,34,63,55,16,6,12,54,1.8529411764705883,1.6176470588235294,0.2352941176470588,1.588235294117647,0.4705882352941176,0.1764705882352941,0.3529411764705882,56.0,66.0,55.0,52.0,38.0,40.0,50.0,52.0,2.0
Netherlands Eredivisie,2010/2011,AZ,34,55,44,17,8,9,59,1.6176470588235294,1.2941176470588236,0.3235294117647059,1.7352941176470589,0.5,0.2352941176470588,0.2647058823529412,50.0,58.0,67.0,56.0,50.0,50.0,61.0,55.0,1.0
Netherlands Eredivisie,2010/2011,Ajax,34,72,30,22,7,5,73,2.117647058823529,0.8823529411764706,1.2352941176470589,2.147058823529412,0.6470588235294118,0.2058823529411764,0.1470588235294117,35.0,39.0,58.0,55.0,30.0,64.0,53.0,59.0,0.0
Netherlands Eredivisie,2010/2011,De Graafschap,34,31,56,9,11,14,38,0.9117647058823528,1.6470588235294117,-0.7352941176470589,1.1176470588235294,0.2647058823529412,0.3235294117647059,0.4117647058823529,37.0,41.0,47.0,40.0,63.0,52.0,43.0,41.0,0.0
Netherlands Eredivisie,2010/2011,Excelsior,34,45,66,10,5,19,35,1.3235294117647058,1.9411764705882355,-0.6176470588235294,1.0294117647058822,0.2941176470588235,0.1470588235294117,0.5588235294117647,53.0,69.0,48.0,45.0,43.0,29.0,41.0,36.0,2.0
Netherlands Eredivisie,2010/2011,FC Groningen,34,65,52,17,6,11,57,1.911764705882353,1.5294117647058822,0.3823529411764705,1.6764705882352942,0.5,0.1764705882352941,0.3235294117647059,55.0,55.0,57.0,59.0,54.0,49.0,47.0,53.0,1.0
Netherlands Eredivisie,2010/2011,FC Twente,34,65,34,21,8,5,71,1.911764705882353,1.0,0.9117647058823528,2.088235294117647,0.6176470588235294,0.2352941176470588,0.1470588235294117,48.0,43.0,43.0,58.0,39.0,44.0,41.0,55.0,0.0
Netherlands Eredivisie,2010/2011,FC Utrecht,34,55,51,13,8,13,47,1.6176470588235294,1.5,0.1176470588235294,1.3823529411764706,0.3823529411764705,0.2352941176470588,0.3823529411764705,50.0,54.0,55.0,64.0,28.0,54.0,58.0,47.0,1.0
Netherlands Eredivisie,2010/2011,Feyenoord,34,53,54,12,8,14,44,1.5588235294117647,1.588235294117647,-0.0294117647058823,1.2941176470588236,0.3529411764705882,0.2352941176470588,0.4117647058823529,50.0,48.0,48.0,67.0,31.0,43.0,46.0,40.0,2.0
Netherlands Eredivisie,2010/2011,Heracles Almelo,34,65,56,14,7,13,49,1.911764705882353,1.6470588235294117,0.2647058823529412,1.4411764705882353,0.4117647058823529,0.2058823529411764,0.3823529411764705,50.0,61.0,48.0,58.0,59.0,60.0,62.0,47.0,1.0
Netherlands Eredivisie,2010/2011,N.E.C.,34,57,56,10,13,11,43,1.6764705882352942,1.6470588235294117,0.0294117647058823,1.2647058823529411,0.2941176470588235,0.3823529411764705,0.3235294117647059,49.0,59.0,52.0,49.0,55.0,40.0,48.0,53.0,2.0
Netherlands Eredivisie,2010/2011,NAC Breda,34,44,60,12,5,17,41,1.2941176470588236,1.7647058823529411,-0.4705882352941176,1.2058823529411764,0.3529411764705882,0.1470588235294117,0.5,45.0,59.0,32.0,42.0,54.0,36.0,39.0,40.0,2.0
Netherlands Eredivisie,2010/2011,PSV,34,79,34,20,9,5,69,2.323529411764706,1.0,1.3235294117647058,2.0294117647058822,0.5882352941176471,0.2647058823529412,0.1470588235294117,67.0,43.0,53.0,44.0,28.0,40.0,40.0,48.0,2.0
Netherlands Eredivisie,2010/2011,Roda JC Kerkrade,34,65,50,14,13,7,55,1.911764705882353,1.4705882352941178,0.4411764705882353,1.6176470588235294,0.4117647058823529,0.3823529411764705,0.2058823529411764,43.0,44.0,59.0,45.0,42.0,39.0,37.0,42.0,2.0
Netherlands Eredivisie,2010/2011,SC Heerenveen,34,60,54,10,11,13,41,1.7647058823529411,1.588235294117647,0.1764705882352941,1.2058823529411764,0.2941176470588235,0.3235294117647059,0.3823529411764705,54.0,56.0,65.0,43.0,44.0,46.0,44.0,48.0,2.0
Netherlands Eredivisie,2010/2011,VVV-Venlo,34,34,76,6,3,25,21,1.0,2.235294117647059,-1.2352941176470589,0.6176470588235294,0.1764705882352941,0.088235294117647,0.7352941176470589,41.0,52.0,60.0,52.0,52.0,29.0,42.0,49.0,2.0
Netherlands Eredivisie,2010/2011,Vitesse,34,42,61,9,8,17,35,1.2352941176470589,1.7941176470588236,-0.5588235294117647,1.0294117647058822,0.2647058823529412,0.2352941176470588,0.5,57.0,48.0,53.0,37.0,71.0,60.0,58.0,62.0,3.0
Netherlands Eredivisie,2010/2011,Willem II,34,37,98,3,6,25,15,1.088235294117647,2.8823529411764706,-1.7941176470588236,0.4411764705882353,0.088235294117647,0.1764705882352941,0.7352941176470589,51.0,63.0,48.0,53.0,52.0,43.0,45.0,47.0,2.0
Netherlands Eredivisie,2011/2012,ADO Den Haag,34,38,67,8,8,18,32,1.1176470588235294,1.9705882352941175,-0.8529411764705882,0.9411764705882352,0.2352941176470588,0.2352941176470588,0.5294117647058824,56.0,66.0,55.0,52.0,38.0,40.0,50.0,52.0,2.0
Netherlands Eredivisie,2011/2012,AZ,34,64,35,19,8,7,65,1.8823529411764703,1.0294117647058822,0.8529411764705882,1.911764705882353,0.5588235294117647,0.2352941176470588,0.2058823529411764,50.0,58.0,67.0,56.0,50.0,50.0,61.0,55.0,1.0
Netherlands Eredivisie,2011/2012,Ajax,34,93,36,23,7,4,76,2.735294117647059,1.0588235294117647,1.6764705882352942,2.235294117647059,0.6764705882352942,0.2058823529411764,0.1176470588235294,35.0,39.0,58.0,55.0,30.0,64.0,53.0,59.0,0.0
Netherlands Eredivisie,2011/2012,De Graafschap,34,36,74,6,6,22,24,1.0588235294117647,2.176470588235294,-1.1176470588235294,0.7058823529411765,0.1764705882352941,0.1764705882352941,0.6470588235294118,37.0,41.0,47.0,40.0,63.0,52.0,43.0,41.0,0.0
Netherlands Eredivisie,2011/2012,Excelsior,34,28,76,4,7,23,19,0.8235294117647058,2.235294117647059,-1.411764705882353,0.5588235294117647,0.1176470588235294,0.2058823529411764,0.6764705882352942,53.0,69.0,48.0,45.0,43.0,29.0,41.0,36.0,2.0
Netherlands Eredivisie,2011/2012,FC Groningen,34,41,61,10,7,17,37,1.2058823529411764,1.7941176470588236,-0.5882352941176471,1.088235294117647,0.2941176470588235,0.2058823529411764,0.5,55.0,55.0,57.0,59.0,54.0,49.0,47.0,53.0,1.0
Netherlands Eredivisie,2011/2012,FC Twente,34,82,46,17,9,8,60,2.411764705882353,1.3529411764705883,1.0588235294117647,1.7647058823529411,0.5,0.2647058823529412,0.2352941176470588,48.0,43.0,43.0,58.0,39.0,44.0,41.0,55.0,0.0
Netherlands Eredivisie,2011/2012,FC Utrecht,34,55,58,11,10,13,43,1.6176470588235294,1.7058823529411764,-0.088235294117647,1.2647058823529411,0.3235294117647059,0.2941176470588235,0.3823529411764705,50.0,54.0,55.0,64.0,28.0,54.0,58.0,47.0,1.0
Netherlands Eredivisie,2011/2012,Feyenoord,34,70,37,21,7,6,70,2.0588235294117645,1.088235294117647,0.9705882352941176,2.0588235294117645,0.6176470588235294,0.2058823529411764,0.1764705882352941,50.0,48.0,48.0,67.0,31.0,43.0,46.0,40.0,2.0
Netherlands Eredivisie,2011/2012,Heracles Almelo,34,52,62,11,7,16,40,1.5294117647058822,1.8235294117647056,-0.2941176470588235,1.1764705882352942,0.3235294117647059,0.2058823529411764,0.4705882352941176,50.0,61.0,48.0,58.0,59.0,60.0,62.0,47.0,1.0
Netherlands Eredivisie,2011/2012,N.E.C.,34,42,45,13,6,15,45,1.2352941176470589,1.3235294117647058,-0.088235294117647,1.3235294117647058,0.3823529411764705,0.1764705882352941,0.4411764705882353,49.0,59.0,52.0,49.0,55.0,40.0,48.0,53.0,2.0
Netherlands Eredivisie,2011/2012,NAC Breda,34,45,54,10,8,16,38,1.3235294117647058,1.588235294117647,-0.2647058823529412,1.1176470588235294,0.2941176470588235,0.2352941176470588,0.4705882352941176,45.0,59.0,32.0,42.0,54.0,36.0,39.0,40.0,2.0
Netherlands Eredivisie,2011/2012,PSV,34,87,47,21,6,7,69,2.5588235294117645,1.3823529411764706,1.1764705882352942,2.0294117647058822,0.6176470588235294,0.1764705882352941,0.2058823529411764,67.0,43.0,53.0,44.0,28.0,40.0,40.0,48.0,2.0
Netherlands Eredivisie,2011/2012,RKC Waalwijk,34,40,49,13,6,15,45,1.1764705882352942,1.4411764705882353,-0.2647058823529412,1.3235294117647058,0.3823529411764705,0.1764705882352941,0.4411764705882353,57.0,55.0,42.0,36.0,55.0,31.0,30.0,38.0,2.0
