league,season,team,matches_played,goals_for,goals_against,wins,draws,losses,points,gf_per_game,ga_per_game,gd_per_game,pts_per_game,win_rate,draw_rate,loss_rate,build_up_speed,build_up_passing,chance_creation_passing,chance_creation_crossing,chance_creation_shooting,defense_pressure,defense_aggression,defense_width,cluster
France Ligue 1,2012/2013,Girondins de Bordeaux,38,40,34,13,16,9,55,1.0526315789473684,0.8947368421052632,0.1578947368421052,1.4473684210526316,0.3421052631578947,0.4210526315789473,0.2368421052631578,51.0,48.0,49.0,63.0,44.0,57.0,52.0,49.0,1.0
France Ligue 1,2012/2013,LOSC Lille,38,59,40,16,14,8,62,1.5526315789473684,1.0526315789473684,0.5,1.631578947368421,0.4210526315789473,0.3684210526315789,0.2105263157894736,45.0,43.0,68.0,52.0,64.0,59.0,42.0,48.0,3.0
France Ligue 1,2012/2013,Montpellier Hérault SC,38,54,51,15,7,16,52,1.4210526315789471,1.3421052631578947,0.0789473684210526,1.368421052631579,0.3947368421052631,0.1842105263157894,0.4210526315789473,54.0,65.0,48.0,49.0,45.0,53.0,56.0,48.0,1.0
France Ligue 1,2012/2013,OGC Nice,38,57,46,18,10,10,64,1.5,1.2105263157894737,0.2894736842105263,1.6842105263157894,0.4736842105263157,0.2631578947368421,0.2631578947368421,48.0,53.0,49.0,66.0,38.0,57.0,47.0,61.0,1.0
France Ligue 1,2012/2013,Olympique Lyonnais,38,61,38,19,10,9,67,1.605263157894737,1.0,0.6052631578947368,1.763157894736842,0.5,0.2631578947368421,0.2368421052631578,49.0,52.0,49.0,54.0,67.0,46.0,47.0,47.0,2.0
France Ligue 1,2012/2013,Olympique de Marseille,38,42,36,21,8,9,71,1.105263157894737,0.9473684210526316,0.1578947368421052,1.868421052631579,0.5526315789473685,0.2105263157894736,0.2368421052631578,51.0,41.0,49.0,69.0,31.0,48.0,48.0,60.0,0.0
France Ligue 1,2012/2013,Paris Saint-Germain,38,69,23,25,8,5,83,1.8157894736842104,0.6052631578947368,1.2105263157894737,2.1842105263157894,0.6578947368421053,0.2105263157894736,0.131578947368421,49.0,34.0,62.0,61.0,35.0,57.0,53.0,56.0,0.0
France Ligue 1,2012/2013,SC Bastia,38,50,66,13,8,17,47,1.3157894736842106,1.736842105263158,-0.4210526315789473,1.236842105263158,0.3421052631578947,0.2105263157894736,0.4473684210526316,61.0,52.0,56.0,51.0,49.0,44.0,55.0,48.0,2.0
France Ligue 1,2012/2013,Stade Brestois 29,38,32,62,8,5,25,29,0.8421052631578947,1.631578947368421,-0.7894736842105263,0.7631578947368421,0.2105263157894736,0.131578947368421,0.6578947368421053,59.0,54.0,49.0,53.0,66.0,44.0,34.0,51.0,2.0
France Ligue 1,2012/2013,Stade Rennais FC,38,48,59,13,7,18,46,1.263157894736842,1.5526315789473684,-0.2894736842105263,1.2105263157894737,0.3421052631578947,0.1842105263157894,0.4736842105263157,64.0,41.0,49.0,52.0,64.0,46.0,44.0,51.0,3.0
France Ligue 1,2012/2013,Stade de Reims,38,33,42,10,13,15,43,0.868421052631579,1.105263157894737,-0.2368421052631578,1.131578947368421,0.2631578947368421,0.3421052631578947,0.3947368421052631,48.0,49.0,48.0,52.0,58.0,33.0,44.0,50.0,2.0
France Ligue 1,2012/2013,Toulouse FC,38,49,47,13,12,13,51,1.2894736842105263,1.236842105263158,0.0526315789473684,1.3421052631578947,0.3421052631578947,0.3157894736842105,0.3421052631578947,49.0,53.0,52.0,34.0,36.0,36.0,45.0,49.0,2.0
France Ligue 1,2012/2013,Valenciennes FC,38,49,53,12,12,14,48,1.2894736842105263,1.394736842105263,-0.1052631578947368,1.263157894736842,0.3157894736842105,0.3157894736842105,0.3684210526315789,49.0,52.0,51.0,67.0,56.0,47.0,51.0,46.0,1.0
France Ligue 1,2012/2013,Évian Thonon Gaillard FC,38,46,53,10,10,18,40,1.2105263157894737,1.394736842105263,-0.1842105263157894,1.0526315789473684,0.2631578947368421,0.2631578947368421,0.4736842105263157,58.0,56.0,52.0,61.0,51.0,47.0,43.0,50.0,1.0
France Ligue 1,2013/2014,AC Ajaccio,38,37,72,4,11,23,23,0.9736842105263158,1.894736842105263,-0.9210526315789472,0.6052631578947368,0.1052631578947368,0.2894736842105263,0.6052631578947368,59.0,52.0,48.0,38.0,52.0,38.0,47.0,53.0,2.0
France Ligue 1,2013/2014,AS Monaco,38,63,31,23,11,4,80,1.6578947368421053,0.8157894736842105,0.8421052631578947,2.1052631578947367,0.6052631578947368,0.2894736842105263,0.1052631578947368,52.0,43.0,54.0,56.0,23.0,56.0,62.0,51.0,0.0
France Ligue 1,2013/2014,AS Saint-Étienne,38,56,34,20,9,9,69,1.4736842105263157,0.8947368421052632,0.5789473684210527,1.8157894736842104,0.5263157894736842,0.2368421052631578,0.2368421052631578,58.0,52.0,48.0,64.0,52.0,48.0,51.0,49.0,1.0
France Ligue 1,2013/2014,En Avant de Guingamp,38,34,42,11,9,18,42,0.8947368421052632,1.105263157894737,-0.2105263157894736,1.105263157894737,0.2894736842105263,0.2368421052631578,0.4736842105263157,63.0,58.0,42.0,56.0,36.0,49.0,47.0,49.0,2.0
France Ligue 1,2013/2014,FC Lorient,38,48,53,13,10,15,49,1.263157894736842,1.394736842105263,-0.131578947368421,1.2894736842105263,0.3421052631578947,0.2631578947368421,0.3947368421052631,57.0,50.0,48.0,53.0,46.0,51.0,56.0,55.0,1.0
France Ligue 1,2013/2014,FC Nantes,38,40,43,13,10,15,49,1.0526315789473684,1.131578947368421,-0.0789473684210526,1.2894736842105263,0.3421052631578947,0.2631578947368421,0.3947368421052631,63.0,56.0,52.0,55.0,46.0,39.0,41.0,52.0,2.0
France Ligue 1,2013/2014,FC Sochaux-Montbéliard,38,37,61,10,10,18,40,0.9736842105263158,1.605263157894737,-0.631578947368421,1.0526315789473684,0.2631578947368421,0.2631578947368421,0.4736842105263157,63.0,39.0,63.0,64.0,49.0,54.0,43.0,49.0,1.0
France Ligue 1,2013/2014,Girondins de Bordeaux,38,49,43,13,14,11,53,1.2894736842105263,1.131578947368421,0.1578947368421052,1.394736842105263,0.3421052631578947,0.3684210526315789,0.2894736842105263,51.0,48.0,49.0,63.0,44.0,57.0,52.0,49.0,1.0
France Ligue 1,2013/2014,LOSC Lille,38,46,26,20,11,7,71,1.2105263157894737,0.6842105263157895,0.5263157894736842,1.868421052631579,0.5263157894736842,0.2894736842105263,0.1842105263157894,45.0,43.0,68.0,52.0,64.0,59.0,42.0,48.0,3.0
France Ligue 1,2013/2014,Montpellier Hérault SC,38,45,53,8,18,12,42,1.1842105263157894,1.394736842105263,-0.2105263157894736,1.105263157894737,0.2105263157894736,0.4736842105263157,0.3157894736842105,54.0,65.0,48.0,49.0,45.0,53.0,56.0,48.0,1.0
France Ligue 1,2013/2014,OGC Nice,38,30,44,12,6,20,42,0.7894736842105263,1.1578947368421053,-0.3684210526315789,1.105263157894737,0.3157894736842105,0.1578947368421052,0.5263157894736842,48.0,53.0,49.0,66.0,38.0,57.0,47.0,61.0,1.0
France Ligue 1,2013/2014,Olympique Lyonnais,38,56,44,17,10,11,61,1.4736842105263157,1.1578947368421053,0.3157894736842105,1.605263157894737,0.4473684210526316,0.2631578947368421,0.2894736842105263,49.0,52.0,49.0,54.0,67.0,46.0,47.0,47.0,2.0
France Ligue 1,2013/2014,Olympique de Marseille,38,53,40,16,12,10,60,1.394736842105263,1.0526315789473684,0.3421052631578947,1.5789473684210529,0.4210526315789473,0.3157894736842105,0.2631578947368421,51.0,41.0,49.0,69.0,31.0,48.0,48.0,60.0,0.0
France Ligue 1,2013/2014,Paris Saint-Germain,38,84,23,27,8,3,89,2.210526315789474,0.6052631578947368,1.605263157894737,2.3421052631578947,0.7105263157894737,0.2105263157894736,0.0789473684210526,49.0,34.0,62.0,61.0,35.0,57.0,53.0,56.0,0.0
France Ligue 1,2013/2014,SC Bastia,38,42,58,12,10,16,46,1.105263157894737,1.5263157894736843,-0.4210526315789473,1.2105263157894737,0.3157894736842105,0.2631578947368421,0.4210526315789473,61.0,52.0,56.0,51.0,49.0,44.0,55.0,48.0,2.0
France Ligue 1,2013/2014,Stade Rennais FC,38,47,45,11,13,14,46,1.236842105263158,1.1842105263157894,0.0526315789473684,1.2105263157894737,0.2894736842105263,0.3421052631578947,0.3684210526315789,64.0,41.0,49.0,52.0,64.0,46.0,44.0,51.0,3.0
France Ligue 1,2013/2014,Stade de Reims,38,44,52,12,12,14,48,1.1578947368421053,1.368421052631579,-0.2105263157894736,1.263157894736842,0.3157894736842105,0.3157894736842105,0.3684210526315789,48.0,49.0,48.0,52.0,58.0,33.0,44.0,50.0,2.0
France Ligue 1,2013/2014,Toulouse FC,38,46,53,12,13,13,49,1.2105263157894737,1.394736842105263,-0.1842105263157894,1.2894736842105263,0.3157894736842105,0.3421052631578947,0.3421052631578947,49.0,53.0,52.0,34.0,36.0,36.0,45.0,49.0,2.0
France Ligue 1,2013/2014,Valenciennes FC,38,37,65,7,8,23,29,0.9736842105263158,1.7105263157894737,-0.7368421052631579,0.7631578947368421,0.1842105263157894,0.2105263157894736,0.6052631578947368,49.0,52.0,51.0,67.0,56.0,47.0,51.0,46.0,1.0
France Ligue 1,2013/2014,Évian Thonon Gaillard FC,38,39,51,11,11,16,44,1.0263157894736843,1.3421052631578947,-0.3157894736842105,1.1578947368421053,0.2894736842105263,0.2894736842105263,0.4210526315789473,58.0,56.0,52.0,61.0,51.0,47.0,43.0,50.0,1.0
France Ligue 1,2014/2015,AS Monaco,38,51,26,20,11,7,71,1.3421052631578947,0.6842105263157895,0.6578947368421053,1.868421052631579,0.5263157894736842,0.2894736842105263,0.1842105263157894,52.0,43.0,54.0,56.0,23.0,56.0,62.0,51.0,0.0
France Ligue 1,2014/2015,AS Saint-Étienne,38,51,30,19,12,7,69,1.3421052631578947,0.7894736842105263,0.5526315789473685,1.8157894736842104,0.5,0.3157894736842105,0.1842105263157894,58.0,52.0,48.0,64.0,52.0,48.0,51.0,49.0,1.0
France Ligue 1,2014/2015,En Avant de Guingamp,38,41,55,15,4,19,49,1.0789473684210529,1.4473684210526316,-0.3684210526315789,1.2894736842105263,0.3947368421052631,0.1052631578947368,0.5,63.0,58.0,42.0,56.0,36.0,49.0,47.0,49.0,2.0
France Ligue 1,2014/2015,FC Lorient,38,44,50,12,7,19,43,1.1578947368421053,1.3157894736842106,-0.1578947368421052,1.131578947368421,0.3157894736842105,0.1842105263157894,0.5,57.0,50.0,48.0,53.0,46.0,51.0,56.0,55.0,1.0
France Ligue 1,2014/2015,FC Metz,38,31,61,7,9,22,30,0.8157894736842105,1.605263157894737,-0.7894736842105263,0.7894736842105263,0.1842105263157894,0.2368421052631578,0.5789473684210527,55.0,49.0,46.0,54.0,53.0,39.0,46.0,42.0,2.0
France Ligue 1,2014/2015,FC Nantes,38,29,40,11,12,15,45,0.7631578947368421,1.0526315789473684,-0.2894736842105263,1.1842105263157894,0.2894736842105263,0.3157894736842105,0.3947368421052631,63.0,56.0,52.0,55.0,46.0,39.0,41.0,52.0,2.0
France Ligue 1,2014/2015,Girondins de Bordeaux,38,47,44,17,12,9,63,1.236842105263158,1.1578947368421053,0.0789473684210526,1.6578947368421053,0.4473684210526316,0.3157894736842105,0.2368421052631578,51.0,48.0,49.0,63.0,44.0,57.0,52.0,49.0,1.0
France Ligue 1,2014/2015,LOSC Lille,38,43,42,16,8,14,56,1.131578947368421,1.105263157894737,0.0263157894736842,1.4736842105263157,0.4210526315789473,0.2105263157894736,0.3684210526315789,45.0,43.0,68.0,52.0,64.0,59.0,42.0,48.0,3.0
France Ligue 1,2014/2015,Montpellier Hérault SC,38,46,39,16,8,14,56,1.2105263157894737,1.0263157894736843,0.1842105263157894,1.4736842105263157,0.4210526315789473,0.2105263157894736,0.3684210526315789,54.0,65.0,48.0,49.0,45.0,53.0,56.0,48.0,1.0
France Ligue 1,2014/2015,OGC Nice,38,44,53,13,9,16,48,1.1578947368421053,1.394736842105263,-0.2368421052631578,1.263157894736842,0.3421052631578947,0.2368421052631578,0.4210526315789473,48.0,53.0,49.0,66.0,38.0,57.0,47.0,61.0,1.0
France Ligue 1,2014/2015,Olympique Lyonnais,38,72,33,22,9,7,75,1.894736842105263,0.868421052631579,1.0263157894736843,1.973684210526316,0.5789473684210527,0.2368421052631578,0.1842105263157894,49.0,52.0,49.0,54.0,67.0,46.0,47.0,47.0,2.0
France Ligue 1,2014/2015,Olympique de Marseille,38,76,42,21,6,11,69,2.0,1.105263157894737,0.8947368421052632,1.8157894736842104,0.5526315789473685,0.1578947368421052,0.2894736842105263,51.0,41.0,49.0,69.0,31.0,48.0,48.0,60.0,0.0
France Ligue 1,2014/2015,Paris Saint-Germain,38,83,36,24,11,3,83,2.1842105263157894,0.9473684210526316,1.236842105263158,2.1842105263157894,0.631578947368421,0.2894736842105263,0.0789473684210526,49.0,34.0,62.0,61.0,35.0,57.0,53.0,56.0,0.0
France Ligue 1,2014/2015,RC Lens,38,32,61,7,8,23,29,0.8421052631578947,1.605263157894737,-0.7631578947368421,0.7631578947368421,0.1842105263157894,0.2105263157894736,0.6052631578947368,64.0,50.0,49.0,53.0,46.0,46.0,44.0,49.0,2.0
France Ligue 1,2014/2015,SC Bastia,38,37,46,12,11,15,47,0.9736842105263158,1.2105263157894737,-0.2368421052631578,1.236842105263158,0.3157894736842105,0.2894736842105263,0.3947368421052631,61.0,52.0,56.0,51.0,49.0,44.0,55.0,48.0,2.0
France Ligue 1,2014/2015,SM Caen,38,54,55,12,10,16,46,1.4210526315789471,1.4473684210526316,-0.0263157894736842,1.2105263157894737,0.3157894736842105,0.2631578947368421,0.4210526315789473,62.0,45.0,48.0,54.0,53.0,43.0,42.0,51.0,2.0
France Ligue 1,2014/2015,Stade Rennais FC,38,35,42,13,11,14,50,0.9210526315789472,1.105263157894737,-0.1842105263157894,1.3157894736842106,0.3421052631578947,0.2894736842105263,0.3684210526315789,64.0,41.0,49.0,52.0,64.0,46.0,44.0,51.0,3.0
France Ligue 1,2014/2015,Stade de Reims,38,47,66,12,8,18,44,1.236842105263158,1.736842105263158,-0.5,1.1578947368421053,0.3157894736842105,0.2105263157894736,0.4736842105263157,48.0,49.0,48.0,52.0,58.0,33.0,44.0,50.0,2.0
France Ligue 1,2014/2015,Toulouse FC,38,43,64,12,6,20,42,1.131578947368421,1.6842105263157894,-0.5526315789473685,1.105263157894737,0.3157894736842105,0.1578947368421052,0.5263157894736842,49.0,53.0,52.0,34.0,36.0,36.0,45.0,49.0,2.0
France Ligue 1,2014/2015,Évian Thonon Gaillard FC,38,41,62,11,4,23,37,1.0789473684210529,1.631578947368421,-0.5526315789473685,0.9736842105263158,0.2894736842105263,0.1052631578947368,0.6052631578947368,58.0,56.0,52.0,61.0,51.0,47.0,43.0,50.0,1.0
France Ligue 1,2015/2016,AS Monaco,38,57,50,17,14,7,65,1.5,1.3157894736842106,0.1842105263157894,1.7105263157894737,0.4473684210526316,0.3684210526315789,0.1842105263157894,52.0,43.0,54.0,56.0,23.0,56.0,62.0,51.0,0.0
France Ligue 1,2015/2016,AS Saint-Étienne,38,42,37,17,7,14,58,1.105263157894737,0.9736842105263158,0.131578947368421,1.5263157894736843,0.4473684210526316,0.1842105263157894,0.3684210526315789,58.0,52.0,48.0,64.0,52.0,48.0,51.0,49.0,1.0
France Ligue 1,2015/2016,Angers SCO,38,40,38,13,11,14,50,1.0526315789473684,1.0,0.0526315789473684,1.3157894736842106,0.3421052631578947,0.2894736842105263,0.3684210526315789,48.0,50.0,40.0,52.0,48.0,44.0,44.0,51.0,2.0
France Ligue 1,2015/2016,ES Troyes AC,38,28,83,3,9,26,18,0.7368421052631579,2.1842105263157894,-1.4473684210526316,0.4736842105263157,0.0789473684210526,0.2368421052631578,0.6842105263157895,49.0,51.0,52.0,49.0,46.0,43.0,42.0,52.0,2.0
France Ligue 1,2015/2016,En Avant de Guingamp,38,47,56,11,11,16,44,1.236842105263158,1.4736842105263157,-0.2368421052631578,1.1578947368421053,0.2894736842105263,0.2894736842105263,0.4210526315789473,63.0,58.0,42.0,56.0,36.0,49.0,47.0,49.0,2.0
France Ligue 1,2015/2016,FC Lorient,38,47,58,11,13,14,46,1.236842105263158,1.5263157894736843,-0.2894736842105263,1.2105263157894737,0.2894736842105263,0.3421052631578947,0.3684210526315789,57.0,50.0,48.0,53.0,46.0,51.0,56.0,55.0,1.0
France Ligue 1,2015/2016,FC Nantes,38,33,44,12,12,14,48,0.868421052631579,1.1578947368421053,-0.2894736842105263,1.263157894736842,0.3157894736842105,0.3157894736842105,0.3684210526315789,63.0,56.0,52.0,55.0,46.0,39.0,41.0,52.0,2.0
France Ligue 1,2015/2016,GFC Ajaccio,38,37,58,8,13,17,37,0.9736842105263158,1.5263157894736843,-0.5526315789473685,0.9736842105263158,0.2105263157894736,0.3421052631578947,0.4473684210526316,48.0,52.0,55.0,53.0,55.0,42.0,46.0,53.0,2.0
France Ligue 1,2015/2016,Girondins de Bordeaux,38,50,57,12,14,12,50,1.3157894736842106,1.5,-0.1842105263157894,1.3157894736842106,0.3157894736842105,0.3684210526315789,0.3157894736842105,51.0,48.0,49.0,63.0,44.0,57.0,52.0,49.0,1.0
France Ligue 1,2015/2016,LOSC Lille,38,39,27,15,15,8,60,1.0263157894736843,0.7105263157894737,0.3157894736842105,1.5789473684210529,0.3947368421052631,0.3947368421052631,0.2105263157894736,45.0,43.0,68.0,52.0,64.0,59.0,42.0,48.0,3.0
France Ligue 1,2015/2016,Montpellier Hérault SC,38,49,47,14,7,17,49,1.2894736842105263,1.236842105263158,0.0526315789473684,1.2894736842105263,0.3684210526315789,0.1842105263157894,0.4473684210526316,54.0,65.0,48.0,49.0,45.0,53.0,56.0,48.0,1.0
France Ligue 1,2015/2016,OGC Nice,38,58,41,18,9,11,63,1.5263157894736843,1.0789473684210529,0.4473684210526316,1.6578947368421053,0.4736842105263157,0.2368421052631578,0.2894736842105263,48.0,53.0,49.0,66.0,38.0,57.0,47.0,61.0,1.0
France Ligue 1,2015/2016,Olympique Lyonnais,38,67,43,19,8,11,65,1.763157894736842,1.131578947368421,0.631578947368421,1.7105263157894737,0.5,0.2105263157894736,0.2894736842105263,49.0,52.0,49.0,54.0,67.0,46.0,47.0,47.0,2.0
France Ligue 1,2015/2016,Olympique de Marseille,38,48,42,10,18,10,48,1.263157894736842,1.105263157894737,0.1578947368421052,1.263157894736842,0.2631578947368421,0.4736842105263157,0.2631578947368421,51.0,41.0,49.0,69.0,31.0,48.0,48.0,60.0,0.0
France Ligue 1,2015/2016,Paris Saint-Germain,38,102,19,30,6,2,96,2.6842105263157894,0.5,2.1842105263157894,2.526315789473684,0.7894736842105263,0.1578947368421052,0.0526315789473684,49.0,34.0,62.0,61.0,35.0,57.0,53.0,56.0,0.0
France Ligue 1,2015/2016,SC Bastia,38,36,42,14,8,16,50,0.9473684210526316,1.105263157894737,-0.1578947368421052,1.3157894736842106,0.3684210526315789,0.2105263157894736,0.4210526315789473,61.0,52.0,56.0,51.0,49.0,44.0,55.0,48.0,2.0
France Ligue 1,2015/2016,SM Caen,38,39,52,16,6,16,54,1.0263157894736843,1.368421052631579,-0.3421052631578947,1.4210526315789471,0.4210526315789473,0.1578947368421052,0.4210526315789473,62.0,45.0,48.0,54.0,53.0,43.0,42.0,51.0,2.0
France Ligue 1,2015/2016,Stade Rennais FC,38,52,54,13,13,12,52,1.368421052631579,1.4210526315789471,-0.0526315789473684,1.368421052631579,0.3421052631578947,0.3421052631578947,0.3157894736842105,64.0,41.0,49.0,52.0,64.0,46.0,44.0,51.0,3.0
France Ligue 1,2015/2016,Stade de Reims,38,44,57,10,9,19,39,1.1578947368421053,1.5,-0.3421052631578947,1.0263157894736843,0.2631578947368421,0.2368421052631578,0.5,48.0,49.0,48.0,52.0,58.0,33.0,44.0,50.0,2.0
France Ligue 1,2015/2016,Toulouse FC,38,45,55,9,13,16,40,1.1842105263157894,1.4473684210526316,-0.2631578947368421,1.0526315789473684,0.2368421052631578,0.3421052631578947,0.4210526315789473,49.0,53.0,52.0,34.0,36.0,36.0,45.0,49.0,2.0
Germany 1. Bundesliga,2008/2009,1. FC Köln,34,35,50,11,6,17,39,1.0294117647058822,1.4705882352941178,-0.4411764705882353,1.1470588235294117,0.3235294117647059,0.1764705882352941,0.5,59.0,65.0,57.0,36.0,71.0,42.0,56.0,51.0,3.0
Germany 1. Bundesliga,2008/2009,Bayer 04 Leverkusen,34,59,46,14,7,13,49,1.7352941176470589,1.3529411764705883,0.3823529411764705,1.4411764705882353,0.4117647058823529,0.2058823529411764,0.3823529411764705,73.0,55.0,77.0,54.0,61.0,61.0,72.0,50.0,3.0
Germany 1. Bundesliga,2008/2009,Borussia Dortmund,34,60,37,15,14,5,59,1.7647058823529411,1.088235294117647,0.6764705882352942,1.7352941176470589,0.4411764705882353,0.4117647058823529,0.1470588235294117,71.0,40.0,70.0,44.0,49.0,65.0,71.0,40.0,3.0
Germany 1. Bundesliga,2008/2009,Borussia Mönchengladbach,34,39,62,8,7,19,31,1.1470588235294117,1.8235294117647056,-0.6764705882352942,0.9117647058823528,0.2352941176470588,0.2058823529411764,0.5588235294117647,31.0,32.0,38.0,26.0,49.0,41.0,48.0,39.0,0.0
Germany 1. Bundesliga,2008/2009,DSC Arminia Bielefeld,34,29,56,4,16,14,28,0.8529411764705882,1.6470588235294117,-0.7941176470588235,0.8235294117647058,0.1176470588235294,0.4705882352941176,0.4117647058823529,62.0,55.0,56.0,51.0,52.0,36.0,54.0,48.0,2.0
Germany 1. Bundesliga,2008/2009,Eintracht Frankfurt,34,39,60,8,9,17,33,1.1470588235294117,1.7647058823529411,-0.6176470588235294,0.9705882352941176,0.2352941176470588,0.2647058823529412,0.5,51.0,38.0,47.0,58.0,40.0,48.0,42.0,55.0,0.0
Germany 1. Bundesliga,2008/2009,FC Bayern Munich,34,71,42,20,7,7,67,2.088235294117647,1.2352941176470589,0.8529411764705882,1.9705882352941175,0.5882352941176471,0.2058823529411764,0.2058823529411764,45.0,28.0,37.0,31.0,22.0,72.0,53.0,59.0,0.0
Germany 1. Bundesliga,2008/2009,FC Energie Cottbus,34,30,57,8,6,20,30,0.8823529411764706,1.6764705882352942,-0.7941176470588235,0.8823529411764706,0.2352941176470588,0.1764705882352941,0.5882352941176471,39.0,40.0,52.0,67.0,56.0,47.0,55.0,52.0,0.0
Germany 1. Bundesliga,2008/2009,FC Schalke 04,34,47,35,14,8,12,50,1.3823529411764706,1.0294117647058822,0.3529411764705882,1.4705882352941178,0.4117647058823529,0.2352941176470588,0.3529411764705882,58.0,42.0,64.0,61.0,37.0,55.0,59.0,56.0,1.0
Germany 1. Bundesliga,2008/2009,Hamburger SV,34,49,47,19,4,11,61,1.4411764705882353,1.3823529411764706,0.0588235294117647,1.7941176470588236,0.5588235294117647,0.1176470588235294,0.3235294117647059,42.0,52.0,62.0,58.0,47.0,44.0,41.0,49.0,2.0
Germany 1. Bundesliga,2008/2009,Hannover 96,34,49,69,10,10,14,40,1.4411764705882353,2.0294117647058822,-0.5882352941176471,1.1764705882352942,0.2941176470588235,0.2941176470588235,0.4117647058823529,48.0,41.0,38.0,51.0,40.0,35.0,50.0,61.0,0.0
Germany 1. Bundesliga,2008/2009,Hertha BSC Berlin,34,48,41,19,6,9,63,1.411764705882353,1.2058823529411764,0.2058823529411764,1.8529411764705883,0.5588235294117647,0.1764705882352941,0.2647058823529412,47.0,55.0,59.0,68.0,45.0,50.0,45.0,57.0,1.0
Germany 1. Bundesliga,2008/2009,Karlsruher SC,34,30,54,8,5,21,29,0.8823529411764706,1.588235294117647,-0.7058823529411765,0.8529411764705882,0.2352941176470588,0.1470588235294117,0.6176470588235294,54.0,47.0,53.0,44.0,49.0,34.0,46.0,39.0,2.0
Germany 1. Bundesliga,2008/2009,SV Werder Bremen,34,64,50,12,9,13,45,1.8823529411764703,1.4705882352941178,0.4117647058823529,1.3235294117647058,0.3529411764705882,0.2647058823529412,0.3823529411764705,56.0,63.0,68.0,66.0,58.0,63.0,47.0,73.0,1.0
Germany 1. Bundesliga,2008/2009,TSG 1899 Hoffenheim,34,63,49,15,10,9,55,1.8529411764705883,1.4411764705882353,0.4117647058823529,1.6176470588235294,0.4411764705882353,0.2941176470588235,0.2647058823529412,69.0,53.0,66.0,62.0,59.0,63.0,61.0,38.0,3.0
Germany 1. Bundesliga,2008/2009,VfB Stuttgart,34,63,43,19,7,8,64,1.8529411764705883,1.2647058823529411,0.5882352941176471,1.8823529411764703,0.5588235294117647,0.2058823529411764,0.2352941176470588,59.0,41.0,58.0,66.0,48.0,41.0,44.0,32.0,2.0
Germany 1. Bundesliga,2008/2009,VfL Bochum,34,39,55,7,11,16,32,1.1470588235294117,1.6176470588235294,-0.4705882352941176,0.9411764705882352,0.2058823529411764,0.3235294117647059,0.4705882352941176,69.0,57.0,66.0,40.0,66.0,58.0,47.0,67.0,1.0
Germany 1. Bundesliga,2008/2009,VfL Wolfsburg,34,80,41,21,6,7,69,2.3529411764705883,1.2058823529411764,1.1470588235294117,2.0294117647058822,0.6176470588235294,0.1764705882352941,0.2058823529411764,68.0,57.0,69.0,66.0,50.0,66.0,46.0,55.0,1.0
Germany 1. Bundesliga,2009/2010,1. FC Köln,34,33,42,9,11,14,38,0.9705882352941176,1.2352941176470589,-0.2647058823529412,1.1176470588235294,0.2647058823529412,0.3235294117647059,0.4117647058823529,59.0,65.0,57.0,36.0,71.0,42.0,56.0,51.0,3.0
Germany 1. Bundesliga,2009/2010,1. FC Nürnberg,34,32,58,8,7,19,31,0.9411764705882352,1.7058823529411764,-0.7647058823529411,0.9117647058823528,0.2352941176470588,0.2058823529411764,0.5588235294117647,46.0,49.0,51.0,52.0,59.0,30.0,40.0,44.0,2.0
Germany 1. Bundesliga,2009/2010,1. FSV Mainz 05,34,36,42,12,11,11,47,1.0588235294117647,1.2352941176470589,-0.1764705882352941,1.3823529411764706,0.3529411764705882,0.3235294117647059,0.3235294117647059,60.0,53.0,49.0,40.0,44.0,55.0,62.0,47.0,3.0
Germany 1. Bundesliga,2009/2010,Bayer 04 Leverkusen,34,65,38,15,14,5,59,1.911764705882353,1.1176470588235294,0.7941176470588235,1.7352941176470589,0.4411764705882353,0.4117647058823529,0.1470588235294117,73.0,55.0,77.0,54.0,61.0,61.0,72.0,50.0,3.0
Germany 1. Bundesliga,2009/2010,Borussia Dortmund,34,54,42,16,9,9,57,1.588235294117647,1.2352941176470589,0.3529411764705882,1.6764705882352942,0.4705882352941176,0.2647058823529412,0.2647058823529412,71.0,40.0,70.0,44.0,49.0,65.0,71.0,40.0,3.0
Germany 1. Bundesliga,2009/2010,Borussia Mönchengladbach,34,43,60,10,9,15,39,1.2647058823529411,1.7647058823529411,-0.5,1.1470588235294117,0.2941176470588235,0.2647058823529412,0.4411764705882353,31.0,32.0,38.0,26.0,49.0,41.0,48.0,39.0,0.0
Germany 1. Bundesliga,2009/2010,Eintracht Frankfurt,34,47,54,12,10,12,46,1.3823529411764706,1.588235294117647,-0.2058823529411764,1.3529411764705883,0.3529411764705882,0.2941176470588235,0.3529411764705882,51.0,38.0,47.0,58.0,40.0,48.0,42.0,55.0,0.0
Germany 1. Bundesliga,2009/2010,FC Bayern Munich,34,72,31,20,10,4,70,2.117647058823529,0.9117647058823528,1.2058823529411764,2.0588235294117645,0.5882352941176471,0.2941176470588235,0.1176470588235294,45.0,28.0,37.0,31.0,22.0,72.0,53.0,59.0,0.0
Germany 1. Bundesliga,2009/2010,FC Schalke 04,34,53,31,19,8,7,65,1.5588235294117647,0.9117647058823528,0.6470588235294118,1.911764705882353,0.5588235294117647,0.2352941176470588,0.2058823529411764,58.0,42.0,64.0,61.0,37.0,55.0,59.0,56.0,1.0
